,place_api_company_name,bovag_matched_name,bovag_matched_name_score,place_api_address,bovag_matched_address,bovag_matched_address_score,formatted_phone_number,Bovag_Matched_Telephone,Bovag_Matched_Telephone_score,overall_similarity_score,formatted_address,place_id,plus_code,rating,reference,scope,types,user_ratings_total,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,opening_hours,permanently_closed,price_level,photos,kvk_search_text,kvk_tradename,kvk_partnership_name,kvk_chamber_of_commerce,kvk_establishment_no,kvk_Address,kvk_other,Reviews,poitive_reviews,negative_reviews,duplicate_location,irregularities,duplicates_found,Bovag_registered,KVK_found,company_ratings
408,erdo car,Zeeuw & Zeeuw Kia Leiderdorp,0.277777778,dekkershoek 89,Weversbaan 12 ,0.357142857,06 13207455,717600600,0,0.211640212,"Dekkershoek 89, 2552 DC Den Haag, Netherlands",ChIJc4mgA3SxxUcRxzX1U3aXQXM,"{'compound_code': '26WV+C8 The Hague, Netherlands', 'global_code': '9F4626WV+C8'}",3.6,ChIJc4mgA3SxxUcRxzX1U3aXQXM,GOOGLE,"['car_dealer', 'point_of_interest', 'store', 'establishment']",9,OPERATIONAL,"{'location': {'lat': 52.04602329999999, 'lng': 4.2433457}, 'viewport': {'northeast': {'lat': 52.0473515802915, 'lng': 4.244710580291502}, 'southwest': {'lat': 52.04465361970851, 'lng': 4.242012619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,Auto Erdo,Erdo Auto's,Auto Was Ophaal,85098795,51163616,Beitelstraat 17 7556ND Hengelo Cromvlietkade 3 -5 2281TT Rijswijk,85098795 0000 000051163616 Erdo  Auto s Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Eenmanszaak Autohandel. 84448261 0000 000042455480 auto s auto s Auto Was Ophaal Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Vennootschap onder firma ...,"['Slechtste auto occasion zou niet een auto hier halen maar echt', 'We were orienting ourselves on a car and saw a beautiful car at car Erdo Although we did not buy a car here matter of disagreement between me and the wife we had a very nice experience Erdo made time for us on a Sunday and was very hospitable In our opinion an honest seller who tells us what the areas for improvement are of the car', 'Very special how they answer the phone hereVery un customer friendly Little trust in this company', 'Vague company no response to email had a very disinterested and unprofessional person on the phone', 'Auto Erdo is a professional garage Always bring my car here for repair and maintenance']",2,3,Null,Yes,No,No,Yes,Yes
409,autoinkoopnu.nl - auto purchase the hague,car company 'new purchase',0.358208955,hildo krolaan 52a,Maseratilaan 9 ,0.375,none,0186-640950,0,0.244402985,"Hildo Kroplaan 52A, 2552 XS Den Haag, Netherlands",ChIJ_zJ2OLWxxUcR4XvRh8njv94,"{'compound_code': '3732+V6 The Hague, Netherlands', 'global_code': '9F463732+V6'}",Null,ChIJ_zJ2OLWxxUcR4XvRh8njv94,GOOGLE,"['car_dealer', 'point_of_interest', 'store', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.0547185, 'lng': 4.2506055}, 'viewport': {'northeast': {'lat': 52.0560138802915, 'lng': 4.252131180291502}, 'southwest': {'lat': 52.0533159197085, 'lng': 4.249433219708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,AutoInkoopNU.nl - Auto Inkoop Den Haag,Null,Null,Null,Null,Null,Null,['Null'],0,0,Null,Yes,No,No,No,No
410,a.s.k . car company,ast holland b.v.,0.342857143,cobalt street 8/10,Stolwijkstraat 99 ,0.333333333,06 42504640,010-4971000,0,0.225396825,"Kobaltstraat 8/10, 2544 EV Den Haag, Netherlands",ChIJpaaCmdK2xUcRx-slxfpOojY,"{'compound_code': '27X3+Q9 The Hague, Netherlands', 'global_code': '9F4627X3+Q9'}",4.4,ChIJpaaCmdK2xUcRx-slxfpOojY,GOOGLE,"['car_repair', 'car_dealer', 'point_of_interest', 'store', 'establishment']",39,OPERATIONAL,"{'location': {'lat': 52.04949149999999, 'lng': 4.253461499999999}, 'viewport': {'northeast': {'lat': 52.0508886302915, 'lng': 4.254882580291501}, 'southwest': {'lat': 52.0481906697085, 'lng': 4.252184619708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Null,Null,Null,"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112078541390937977925"">Autobedrijf Hico</a>'], 'photo_reference': 'AeJbb3eTJNCP2iV1Y999i2Bj0ZU1XbG9dCxTWBzSFyfNDBg_yC8mhtOAjR-UbPbK0XD_Fse6E2qfCFdQGxW73QJSshqkSbafZsxUWuccAoCd-8aC40hrxuDh_FBoFgebNKwLcCxehS7clbbwid-kWu0PfyrAJBystKSWRG80faUWyX_x1EaB', 'width': 1000}]",Autobedrijf a.s.k,Ask Autobedrijf en Schadeherstel,Null,11023010,7612125,Tielerweg 10 4191NG Geldermalsen,11023010 0000 000007612125 Ask  Autobedrijf en Schadeherstel Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Eenmanszaak Uitvoeren ...,"['Top', 'Well helped ', 'Helped so quickly no long wait Good and fast service highly recommended', 'Doesnt answer the phone', 'They beat me on professional clubs']",4,1,Null,Yes,No,No,Yes,Yes
411,opel & citroen service | motor house kerketuinen,garage churchyards,0.151515152,kerketuinenweg 70,Kerketuinenweg 70 ,0.914285714,070 309 8980,703098980,1,0.688600289,"Kerketuinenweg 70, 2544 CW Den Haag, Netherlands",ChIJuU4AQBGxxUcRP3iqeqaFX30,"{'compound_code': '27W2+VP The Hague, Netherlands', 'global_code': '9F4627W2+VP'}",4.4,ChIJuU4AQBGxxUcRP3iqeqaFX30,GOOGLE,"['car_repair', 'car_dealer', 'point_of_interest', 'store', 'establishment']",18,OPERATIONAL,"{'location': {'lat': 52.0471858, 'lng': 4.2517855}, 'viewport': {'northeast': {'lat': 52.0485443802915, 'lng': 4.253149580291502}, 'southwest': {'lat': 52.04584641970851, 'lng': 4.250451619708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,{'open_now': True},Null,Null,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116648211110626980410"">Opel &amp; Citroën service | Motorhuis Kerketuinen</a>'], 'photo_reference': 'AeJbb3cZ8SZ9_wL2gxPPj6qoCcXtCRuidJUs3uWvLC7VgGfh7MerLY1xt2E_fby5jrmYlqaQUyOthIRyNxZpB6UZGpG7UOGOCY4pBHQ6xMA8PepoEqFgKzNs85ykhe_p6o_McEXTHQmqDjL-Y653tgVVcSw2_hTtIADRXNJLi6H-inkk2_1e', 'width': 5184}]",Opel & Citroën service | Motorhuis Kerketuinen,Brigitte Opel,Classic Opel VOF,58649581,27987779,Brouwersgracht 254 A 1013HE Amsterdam Kwinkweerd 117 7241CW Lochem Lemelerbergweg 12 1101AJ Amsterdam Rembrandtlaan 1 3351RE Papendrecht Lauriergracht 154 1 1016RV Amsterdam Prisma 1 3364DJ Sliedrecht Artemisweg 275 8239DD Lelystad Nevenvestiging Schoolstraat 57 5981AH Panningen Caumerboord 67 6418BM Heerlen U.A.E.- Dubai-Borj khalif ah st- opel      pobox 233774 Dubai,58649581 0000 000027987779 Brigitte Opel Bedrijfsopleiding en -training Organisatie-adviesbureaus Eenmanszaak Advies consulting en training voor bedrijven in omgang met ... 85959561 0000 000051970074 Classic Opel Classic Opel VOF Carrosserieherstel Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) ... 24107861 0000 000018161723 Opel Financial Services Opel Finance N.V. Volkskredietbanken en commerciële financieringsmaatschappijen Naamloze vennootschap met gewone structuur ... 23041422 0000 000018984037 Opel Centrale Carabas B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) www.opelcentrale.com ... 68218869 0000 000036680311 Opel Yoga Overig sport- en recreatieonderwijs Eenmanszaak Het geven van yogalessen. 23086277 0000 000018140467 Opel Centrale Sliedrecht B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Besloten vennootschap ... 08016014 0005 000018429882 Broekhuis Lelystad Opel Broekhuis Harderwijk B.V. Import van nieuwe personenautos en lichte bedrijfsautos Handel in en reparatie van ... 12044153 0000 000017270863 Malubo B.V. Opel Ghielen Venray Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) www.opelghielen.nl ... 14056643 0000 000006482066 Classic Parts V.O.F. Opel classic parts Groothandel en handelsbemiddeling in auto-onderdelen en -accessoires (geen banden) Detailhandel via internet in ... 72143428 0000 000040270769 Gamma Technologies USA B.V. U.A.E.- Dubai-Borj khalif ah st- opel pobox 233774 Dubai Verenigde Arabische Emiraten Groothandel in bouwmaterialen ...,"['Helo', 'N v t', 'After returning the rental car due to maintenance on the car a tour was made around the car for any damage The employee addressed that this must also be done before this car is handed over This was done the night before but it seems logical to me that it happens in my presence', 'You will be helped quickly and friendly The repair was covered by the BOVAG warranty Without having to ask for anything it was carried out immediately and professionally Top company', 'Very friendly and well helped']",4,1,Null,Yes,No,No,Yes,Yes
412,garage,garage,1,vistenburglaan 202,P Jelles Troelstraln 147 ,0.279069767,070 309 8980,075-6164400,0.4,0.559689922,"Zichtenburglaan 202, 2544 EB Den Haag, Netherlands",ChIJJZeU7G2xxUcRMlkrrmCsbyA,"{'compound_code': '27W2+QP The Hague, Netherlands', 'global_code': '9F4627W2+QP'}",5,ChIJJZeU7G2xxUcRMlkrrmCsbyA,GOOGLE,"['car_dealer', 'point_of_interest', 'store', 'establishment']",1,OPERATIONAL,"{'location': {'lat': 52.04691949999999, 'lng': 4.251813900000001}, 'viewport': {'northeast': {'lat': 52.04826278029149, 'lng': 4.253154030291501}, 'southwest': {'lat': 52.0455648197085, 'lng': 4.250456069708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 523, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113465516916692029308"">Christian Schepers</a>'], 'photo_reference': 'AeJbb3dPEZeY56U0rWSD8CV46YataWfyugMPP7HES_PfBW_oB5_iBz7zL8eFotPVI9Va69qyxE9uAd0dgMN2lZfXZvw5eBeriKV_o-qJqx8qAjMK7iYci8HUfXmIXdocmjYKs0CAP4ujQp0wJdlUOnDg3JkV2zdzkznX6v-nyccYYOcPCxD6', 'width': 714}]",Motorhuis,Motorhuis,Null,28070585,20167237,Kerketuinenweg 70 2544CW s-Gravenhage Nevenvestiging Rhone 18 2491AP s-Gravenhage Nevenvestiging Keerkring 3 2801DG Gouda Nevenvestiging Curieweg 9 2408BZ Alphen aan den Rijn Nevenvestiging George Stephensonstraat 5 8013NL Zwolle Parellaan 7 2132WS Hoofddorp Nevenvestiging Lageweg 22 2222AG Katwijk Nevenvestiging Westduinweg 158 2583AE s-Gravenhage Nevenvestiging Grijpensteinweg 10 2014KX Haarlem Nevenvestiging Exportweg 3 2645ED Delfgauw Nevenvestiging,28070585 0004 000020167237 Motorhuis  Motorhuis B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Besloten vennootschap met ... 28070585 0009 000020167318 Motorhuis  Motorhuis B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Besloten vennootschap met ... 28070585 0013 000020167423 Motorhuis  Motorhuis B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Besloten vennootschap met ... 28070585 0014 000020167474 Motorhuis  Motorhuis B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Besloten vennootschap met ... 85032220 0000 000014122723 Motorhuis Zwolle Detailhandel in en reparatie van motorfietsen en onderdelen daarvan www.motorhuiszwolle.nl Eenmanszaak Reparatie en onderhoud aan ... 28070585 0042 000027865061 Motorhuis  Motorhuis B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) www. motorhuis .nl Besloten ... 28070585 0001 000020167180 Motorhuis  Motorhuis B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Besloten vennootschap met ... 28070585 0003 000020167202 Motorhuis  Motorhuis B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Besloten vennootschap met ... 28070585 0022 000020167733 Motorhuis  Motorhuis B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Besloten vennootschap met ... 28070585 0008 000020167261 Motorhuis  Motorhuis B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Besloten vennootschap met ...,[],0,0,Null,Yes,No,No,Yes,Yes
413,autoinkoopnu.nl - auto purchase the hague,car company 'new purchase',0.358208955,"appelstraat &, vlierboomstraat",Maseratilaan 9 ,0.266666667,none,0186-640950,0,0.208291874,"Appelstraat &, Vlierboomstraat, 2564 SM Den Haag, Netherlands",ChIJNwe_W2GxxUcRUAuN1M5k6V8,"{'compound_code': '3783+P9 The Hague, Netherlands', 'global_code': '9F463783+P9'}",Null,ChIJNwe_W2GxxUcRUAuN1M5k6V8,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.06684780000001, 'lng': 4.25347}, 'viewport': {'northeast': {'lat': 52.0681915302915, 'lng': 4.254795730291502}, 'southwest': {'lat': 52.0654935697085, 'lng': 4.252097769708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,AutoInkoopNU.nl - Auto Inkoop Den Haag,Null,Null,Null,Null,Null,Null,['Null'],0,0,Null,Yes,No,No,No,No
414,automobielbedrijf essenberg b.v.,british car-service b.v.,0.428571429,old haagweg 791,Oude Haagweg 791 ,0.75,070 325 6296,703256296,1,0.726190476,"Oude Haagweg 791, 2552 GR Den Haag, Netherlands",ChIJWdT3AyKxxUcRJKDVGgkHkQc,"{'compound_code': '3788+CR The Hague, Netherlands', 'global_code': '9F463788+CR'}",4.2,ChIJWdT3AyKxxUcRJKDVGgkHkQc,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",5,OPERATIONAL,"{'location': {'lat': 52.0660442, 'lng': 4.267089299999999}, 'viewport': {'northeast': {'lat': 52.0673354302915, 'lng': 4.268512280291501}, 'southwest': {'lat': 52.0646374697085, 'lng': 4.265814319708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,Automobielbedrijf Essenberg B.V.,Automobielbedrijf Essenberg B.V.,Null,27120152,1823140,Oude Haagweg 791 2552GR s-Gravenhage Cartesiusstraat 203 +207 2562SH s-Gravenhage Nevenvestiging Rechtspersoon,27120152 0000 000001823140 Automobielbedrijf  Essenberg  B.V. Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) Besloten vennootschap ... 27120152 0001 000001823124 Automobielbedrijf  Essenberg  B.V. Opslag in distributiecentra en overige opslag (niet in tanks koelhuizen e.d.) Besloten vennootschap met gewone ... 27120152 008846492 Automobielbedrijf  Essenberg  B.V. Besloten vennootschap met gewone structuur,['No good experiences with that'],0,1,['British Car-Service B.V.'],Yes,Yes,Yes,Yes,Yes
415,rams car sales,c. van ramselaar & zn b.v.,0.35,beeklaan 279,Straat van Gibraltar 7 ,0.285714286,06 21596546,348436060,0,0.211904762,"Beeklaan 279, 2562 AH Den Haag, Netherlands",ChIJow_r8dmwxUcRXzk4meQSPQY,"{'compound_code': '37GJ+92 The Hague, Netherlands', 'global_code': '9F4637GJ+92'}",Null,ChIJow_r8dmwxUcRXzk4meQSPQY,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",Null,OPERATIONAL,"{'location': {'lat': 52.07593689999999, 'lng': 4.280011599999999}, 'viewport': {'northeast': {'lat': 52.07725678029149, 'lng': 4.281222630291501}, 'southwest': {'lat': 52.07455881970849, 'lng': 4.278524669708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,Rams Car Sales,Null,Null,Null,Null,Null,Null,['Null'],0,0,Null,Yes,No,No,No,No
416,anadolu b.v.,of the nadort trailers,0.294117647,regentessellaan 139,Amstelwijckweg 48 ,0.216216216,070 346 0855,078-6180848,0,0.170111288,"Regentesselaan 139, 2562 CW Den Haag, Netherlands",ChIJh99OONewxUcRqaGVfJ9cmbc,"{'compound_code': '37GM+75 The Hague, Netherlands', 'global_code': '9F4637GM+75'}",4.2,ChIJh99OONewxUcRqaGVfJ9cmbc,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",21,OPERATIONAL,"{'location': {'lat': 52.0756902, 'lng': 4.282968299999999}, 'viewport': {'northeast': {'lat': 52.0770455802915, 'lng': 4.284373780291501}, 'southwest': {'lat': 52.0743476197085, 'lng': 4.281675819708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,Null,Anadolum B.V.,Null,Null,27150247,Null,Uluirmak MHL Sefvefa Sofa k 33-3      Konya Rechtspersoon,27150247 802950486 Anadolum  B.V. Besloten vennootschap met gewone structuur,"['I bought peugeot 307 for the good price Everything still works fine Engine 100 Inside and outside looks like a new car', '1 ster vind ik te veel gegeven voor dit soort garage Overeengekomen om een wagen te komen bezichtigen die in goede staat zou zijn Echter bleken de kilometers verlaagd te zijn slecht gespoten wagen motorproblemen maar dit wist de verkoper zogezegd niet In deze sector vind ik dit soort handel niet kunnen Ik begrijp niet hoe zulke bedrijven op de markt kunnen blijven', 'Very friendly attentive and honest business Recommended', 'Bad company Mr does not keep appointments I emailed and called several times for an occasion Everything was good and I could stop by and the deal was almost complete But because I come from far away I could only come by a week later Mr asked if he wanted to put the car on reserved This was fine too but in the end he did not do this  If I want to buy the car it suddenly turns out to be sold and I should have made a down payment which he never mentioned We had an appointment and sir has not fulfilled  In addition I had made another car exchange ready but that makes no sense anymore Gigantic poor contact and after a while I am lying about things that he has discussed with me which is totally untrue or can even beI am afterwards perhaps glad that I will not buy a occasion here', 'Good service and very friendly are just agreements']",3,2,Null,Yes,No,No,No,Yes
417,kooij cars,car company kooijman Naarden b.v.,0.372093023,conradkade 89,Amsterdamsestraatweg 23 ,0.27027027,070 360 6575,356948214,0,0.214121098,"Conradkade 89, 2517 CJ Den Haag, Netherlands",ChIJdydBAdCwxUcRdDfhVRZ2wkA,"{'compound_code': '37JJ+HW The Hague, Netherlands', 'global_code': '9F4637JJ+HW'}",4.5,ChIJdydBAdCwxUcRdDfhVRZ2wkA,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']",17,OPERATIONAL,"{'location': {'lat': 52.0814779, 'lng': 4.2823138}, 'viewport': {'northeast': {'lat': 52.08282113029149, 'lng': 4.283657030291502}, 'southwest': {'lat': 52.08012316970849, 'lng': 4.280959069708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,{'open_now': True},Null,Null,"[{'height': 6118, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101660898046420875414"">hey!</a>'], 'photo_reference': 'AeJbb3fs-t3Oz6N4qvh8fvDdBxof0jkXsN0kfQ7HCU7XP5raw9_Lg9tFMip4zrRRaYNLQdO2FDOf3VlCY7ypsxV8G412N2WYZbd546EZrO0a0d6dLqH4xNJiNUA4RdbM8XVjNFr6d1LFKP8EKTzZVuA1baxzjplK4p7QCub9nfDVoJ-u7XRQ', 'width': 4159}]",Kooij Cars,Kooij Cars,Null,78218136,4895533,Conradkade 89 2517CJ s-Gravenhage,78218136 0001 000004895533 Kooij  Cars Handel in en reparatie van personenautos en lichte bedrijfsautos (geen import van nieuwe) www.kooijcars.nl Eenmanszaak Het verrichten ...,"['Jaguar specialists with a lifetime of knowledge excellent service reasonable prices Highly recommended', 'Super', 'just delivered work good communication and good price good service and craftsmanship', 'Good communication and service Been there 1 time now for maintenance and some repairs and I am very satisfied Also about the bill that was not too bad instead of always against', '2009 Jaguar XJ X350Perfect paint job new battery and suspension ra A Jagdroid multi media console built in with reversing camera navigation apple play etc etcDetailing of the paint Showroom condition At Kooij there is love for the Jaguar Thanks and appreciation Reliable and skilled In the region this company stands head and shoulders above the rest']",5,0,Null,Yes,No,No,Yes,Yes
